Domain	Phylum	Class	Order	Family	Genus	Species
ref_mOTU_v2_1244	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces halstedii [C]
ref_mOTU_v2_0243	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C californicus/floridae/puniceus/purpeochromogenes/vinaceus]
ref_mOTU_v2_0244	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C anulatus/filamentosus/globisporus/griseus/mediolani]
ref_mOTU_v2_0245	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C alboviridis/cyaneofuscatus/fulvissimus]
ref_mOTU_v2_1225	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL B-24720/NRRL S-1824]
ref_mOTU_v2_3518	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-5126
ref_mOTU_v2_3519	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-5135
ref_mOTU_v2_3413	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scopuliridis
ref_mOTU_v2_3125	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces niveus
ref_mOTU_v2_1217	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae [C]
ref_mOTU_v2_4298	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Mg1
ref_mOTU_v2_3838	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. C
ref_mOTU_v2_1209	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae [C]
ref_mOTU_v2_1226	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL S-237/NRRL S-241/NRRL S-515]
ref_mOTU_v2_3521	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-149
ref_mOTU_v2_3513	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-2580
ref_mOTU_v2_3526	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-87
ref_mOTU_v2_1406	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus [C]
ref_mOTU_v2_0046	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C coelicolor/lividans/violaceoruber/violaceorubidus]
ref_mOTU_v2_1219	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mutabilis [C]
ref_mOTU_v2_1216	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL F-2305/NRRL S-37]
ref_mOTU_v2_3528	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL WC-3626
ref_mOTU_v2_4504	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces toyocaensis
ref_mOTU_v2_0592	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C gancidicus/griseorubens/Actinospica acidiphila]
ref_mOTU_v2_1228	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL S-455/NRRL S-474/NRRL S-481]
ref_mOTU_v2_1713	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chartreusis
ref_mOTU_v2_1229	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flavovariabilis [C]
ref_mOTU_v2_4072	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olindensis
ref_mOTU_v2_4593	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes
ref_mOTU_v2_4785	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces iakyrus
ref_mOTU_v2_1214	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-6677
ref_mOTU_v2_5288	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus
ref_mOTU_v2_3525	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-646
ref_mOTU_v2_3891	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fulvoviolaceus
ref_mOTU_v2_0707	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C canus/mirabilis/sviceus]
ref_mOTU_v2_0706	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C 351MFTsu5.1/NRRL B-3229]
ref_mOTU_v2_2563	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces davawensis
ref_mOTU_v2_4750	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bicolor
ref_mOTU_v2_4788	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces peruviensis
ref_mOTU_v2_3736	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces glaucescens
ref_mOTU_v2_1447	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C ghanaensis/viridosporus]
ref_mOTU_v2_1218	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces seoulensis [C]
ref_mOTU_v2_2327	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. LaPpAH-108
ref_mOTU_v2_0579	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus [C]
ref_mOTU_v2_1478	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C achromogenes/lavenduligriseus]
ref_mOTU_v2_3533	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseofuscus
ref_mOTU_v2_4783	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces durhamensis
ref_mOTU_v2_2564	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces collinus
ref_mOTU_v2_3524	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-340
ref_mOTU_v2_2339	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. PsTaAH-124
ref_mOTU_v2_2337	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Amel2xE9
ref_mOTU_v2_4854	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. GXT6
ref_mOTU_v2_3516	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-5065
ref_mOTU_v2_3746	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sclerotialus
ref_mOTU_v2_3750	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cellulosae
ref_mOTU_v2_4760	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces resistomycificus
ref_mOTU_v2_2387	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 303MFCol5.2
ref_mOTU_v2_3515	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-5008
ref_mOTU_v2_1809	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces acidiscabies
ref_mOTU_v2_3738	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei
ref_mOTU_v2_0242	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C bottropensis/scabiei]
ref_mOTU_v2_4036	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces galbus
ref_mOTU_v2_3015	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hokutonensis
ref_mOTU_v2_1033	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces prunicolor [C]
ref_mOTU_v2_3890	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces xylophagus
ref_mOTU_v2_4786	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis
ref_mOTU_v2_1299	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis
ref_mOTU_v2_2386	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 142MFCol3.1
ref_mOTU_v2_4759	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces aureocirculatus
ref_mOTU_v2_4758	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alboflavus
ref_mOTU_v2_3527	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-920
ref_mOTU_v2_2330	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. HmicA12
ref_mOTU_v2_3509	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Actinosporangium sp. NRRL B-3428
ref_mOTU_v2_0647	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C albidoflavus/albus]
ref_mOTU_v2_1223	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL F-5630/SA3_actG/SPB074/SPB78/Tu6071]
ref_mOTU_v2_1407	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C ochraceiscleroticus/violens]
ref_mOTU_v2_4734	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces niger
ref_mOTU_v2_3530	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL WC-3773
ref_mOTU_v2_1058	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus [C]
ref_mOTU_v2_4569	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces celluloflavus
ref_mOTU_v2_0655	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C FxanaC1/NRRL S-1813]
ref_mOTU_v2_2357	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces auratus
ref_mOTU_v2_2328	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MspMP-M5
ref_mOTU_v2_1044	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albulus
ref_mOTU_v2_4751	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces catenulae
ref_mOTU_v2_1224	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL S-337/NRRL S-1448]
ref_mOTU_v2_4327	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus
ref_mOTU_v2_4787	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces natalensis
ref_mOTU_v2_4915	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis
ref_mOTU_v2_4290	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces himastatinicus
ref_mOTU_v2_0660	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C rapamycinicus/violaceusniger]
ref_mOTU_v2_4736	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces roseoverticillatus
ref_mOTU_v2_2607	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mobaraensis
ref_mOTU_v2_4761	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces varsoviensis
ref_mOTU_v2_2184	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sulphureus
ref_mOTU_v2_0774	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus [C]
ref_mOTU_v2_0764	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C AA1529/CNT318]
ref_mOTU_v2_1220	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C NRRL F-5053/NRRL S-1868]
ref_mOTU_v2_2942	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TAA204
ref_mOTU_v2_2982	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TAA486
ref_mOTU_v2_3181	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomycetaceae gen. incertae sedis	Streptomycetaceae bacterium MP113-05
ref_mOTU_v2_3514	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-2890
ref_mOTU_v2_2546	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. AA0539
ref_mOTU_v2_4365	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avicenniae
ref_mOTU_v2_2936	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TAA040
ref_mOTU_v2_4248	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces megasporus
ref_mOTU_v2_3735	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fradiae
ref_mOTU_v2_2280	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CNH099
ref_mOTU_v2_0593	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. [C CNQ329/CNQ766/CNQ865/CNS335/CNT371/CNY243]
ref_mOTU_v2_3464	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces yeochonensis
ref_mOTU_v2_3517	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-5123
ref_mOTU_v2_3160	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. URHA0041
ref_mOTU_v2_2338	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. BoleA5
ref_mOTU_v2_0054	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cattleya
ref_mOTU_v2_2185	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces vitaminophilus
ref_mOTU_v2_1215	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces aureofaciens [C]
ref_mOTU_v2_3529	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL WC-3742
ref_mOTU_v2_1195	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomycetaceae gen. [C Streptomyces/Kitasatospora]	Streptomycetaceae gen. [C Streptomyces purpeofuscus/Kitasatospora sp.]
ref_mOTU_v2_1227	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pyridomyceticus [C]
ref_mOTU_v2_1293	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp. [C phosalacinea/setae]
ref_mOTU_v2_1090	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomycetaceae gen. [C Streptomyces/Kitastospora]	Streptomycetaceae sp. [C Streptomyces sp./Kitastospora cheerisanensis]
ref_mOTU_v2_3512	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL B-24484
ref_mOTU_v2_3460	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora mediocidica
ref_mOTU_v2_3459	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora azatica
ref_mOTU_v2_3523	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL S-1777
ref_mOTU_v2_5265	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus rugosus
ref_mOTU_v2_0238	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus sp. [C anmyonensis/melanogenes/neutrinimicus]
ref_mOTU_v2_3806	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus jiangxiensis
ref_mOTU_v2_0240	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus jeojiense
ref_mOTU_v2_0239	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus carbonis
ref_mOTU_v2_0241	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus albus
ref_mOTU_v2_3463	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus oryzae
ref_mOTU_v2_2183	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabrisporus
ref_mOTU_v2_4336	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila
ref_mOTU_v2_1660	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	Sporichthya polymorpha
ref_mOTU_v2_5278	Bacteria	Actinobacteria	Actinobacteria	Jiangellales	Jiangellaceae	Jiangella	Jiangella gansuensis
ref_mOTU_v2_5189	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria order incertae sedis	Actinobacteria fam. incertae sedis	Actinobacteria gen. incertae sedis	actinobacterium SCGC AAA027-J17
ref_mOTU_v2_1529	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria order incertae sedis	Actinobacteria fam. incertae sedis	Actinobacteria gen. incertae sedis	actinobacterium SCGC AAA028-A23
ref_mOTU_v2_5218	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria order incertae sedis	Actinobacteria fam. incertae sedis	Actinobacteria gen. incertae sedis	actinobacterium SCGC AAA044-D11
ref_mOTU_v2_5188	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria order incertae sedis	Actinobacteria fam. incertae sedis	Actinobacteria gen. incertae sedis	actinobacterium SCGC AAA024-D14
ref_mOTU_v2_5190	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria order incertae sedis	Actinobacteria fam. incertae sedis	Actinobacteria gen. incertae sedis	actinobacterium SCGC AAA278-O22
meta_mOTU_v2_6952	Bacteria	Actinobacteria	unknown Actinobacteria	unknown Actinobacteria	unknown Actinobacteria	unknown Actinobacteria	unknown Actinobacteria
ref_mOTU_v2_4063	Bacteria	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus cellulolyticus
ref_mOTU_v2_1845	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha	Actinopolymorpha alba
ref_mOTU_v2_0917	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis ganjiahuensis
ref_mOTU_v2_0918	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis valliformis
ref_mOTU_v2_2765	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis prasina
ref_mOTU_v2_2768	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alkaliphila
ref_mOTU_v2_0780	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alba [C]
